#GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE	GO ASPECT
UniProtKB	O88623-2	Usp2	involved_in	GO:0032922	circadian regulation of gene expression	ECO:0000315	IMP	PMID:26756164		10090	UniProt	has_input(UniProtKB:Q99MJ6),occurs_in(UBERON:0001204)	20220204	P
UniProtKB	Q64221	Nhlh2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:15470499		10090	NTNU_SB	has_input(NCBI_Gene:17984)	20170529	P
UniProtKB	A0A0U1RRZ3	Nkrf	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O15226	10116	RGD	has_input(NCBI_Gene:3456)	20170207	P
UniProtKB	O15226	NKRF	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:10562553		9606	NTNU_SB	has_input(NCBI_Gene:3456)	20170207	P
UniProtKB	P23441	Nkx2-1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:15173172		10116	NTNU_SB	has_input(NCBI_Gene:20390)	20140328	P
UniProtKB	P42582	Nkx2-5	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:18689573		10090	BHF-UCL	has_input(UniProtKB:Q5SUF7),occurs_in(UBERON:0000948),part_of(GO:1903779)|has_input(UniProtKB:E9Q6P9),occurs_in(UBERON:0000948),part_of(GO:1903779)|has_input(UniProtKB:Q9JJV9),occurs_in(UBERON:0000948),part_of(GO:1903779)|has_input(UniProtKB:E9Q401),occurs_in(UBERON:0000948),part_of(GO:1903779)|has_input(UniProtKB:P23299),occurs_in(UBERON:0000948),part_of(GO:1903779)|has_input(UniProtKB:Q8R1H0),occurs_in(UBERON:0000948),part_of(GO:1903779)	20150715	P
UniProtKB	O35767	Nkx2-5	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97350	10116	RGD	has_input(UniProtKB:Q5SUF7),occurs_in(EMAPA:16105),part_of(GO:1903779)|has_input(UniProtKB:E9Q6P9),occurs_in(EMAPA:16105),part_of(GO:1903779)|has_input(UniProtKB:Q9JJV9),occurs_in(EMAPA:16105),part_of(GO:1903779)|has_input(UniProtKB:E9Q401),occurs_in(EMAPA:16105),part_of(GO:1903779)|has_input(UniProtKB:P23299),occurs_in(EMAPA:16105),part_of(GO:1903779)|has_input(UniProtKB:Q8R1H0),occurs_in(EMAPA:16105),part_of(GO:1903779)	20150715	P
UniProtKB	P52952	NKX2-5	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:29325903		9606	BHF-UCL	has_input(UniProtKB:P29474)	20201119	P
UniProtKB	P52952	NKX2-5	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:19578358		9606	BHF-UCL	has_input(RNAcentral:URS00004F4657_9606),has_input(RNAcentral:URS00000D864F_9606)	20210107	P
UniProtKB	P52952	NKX2-5	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:15649947		9606	NTNU_SB	has_input(NCBI_Gene:50563)	20140502	P
UniProtKB	Q497B7	Nkx3-1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q99801	10116	RGD	has_input(UniProtKB:P63267)	20111011	P
UniProtKB	Q99801	NKX3-1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:19797053		9606	UniProt	has_input(UniProtKB:P63267)	20111011	P
UniProtKB	A6NJ46	NKX6-3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:26314965		9606	ARUK-UCL	has_input(UniProtKB:Q16611)|has_input(UniProtKB:Q9BXH1)|has_input(UniProtKB:Q12983)|has_input(UniProtKB:Q53EL6)|has_input(UniProtKB:Q9NS71)	20200512	P
UniProtKB	A6NJ46	NKX6-3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:26314965		9606	NTNU_SB	has_input(NCBI_Gene:56287)	20161005	P
UniProtKB	D3ZCL0	Nkx6-3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:A6NJ46	10116	RGD	has_input(NCBI_Gene:56287)	20161005	P
UniProtKB	Q8VIH1	Nobox	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:16997917		10090	NTNU_SB	has_input(NCBI_Gene:18999)	20140123	P
UniProtKB	D3ZGK9	Nodal	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97359	10116	RGD	has_input(UniProtKB:Q9PWB0)|has_input(UniProtKB:Q8QGA0)	20120215	P
UniProtKB	P43021	Nodal	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:17507406		10090	BHF-UCL	has_input(UniProtKB:Q9PWB0)|has_input(UniProtKB:Q8QGA0)	20120215	P
UniProtKB	Q07008	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:22110751	UniProtKB:F1LYL9	10116	BHF-UCL	occurs_in(UBERON:0002137),has_input(UniProtKB:F1LRM7)	20210111	P
UniProtKB	Q01705	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:15107403		10090	BHF-UCL	has_input(UniProtKB:Q9WV93)|has_input(UniProtKB:Q9QUS4)|has_input(UniProtKB:Q00731)|has_input(UniProtKB:P15379)|has_input(UniProtKB:P97333)|has_input(UniProtKB:P52800)	20120730	P
UniProtKB	Q01705	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:16025100		10090	BHF-UCL	has_input(UniProtKB:Q9WV93)|has_input(UniProtKB:Q9QUS4)	20120806	P
UniProtKB	Q01705	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:14701881		10090	BHF-UCL	has_input(UniProtKB:Q9JI71),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q61483),occurs_in(UBERON:0000948)|has_input(UniProtKB:Q9WV93),occurs_in(UBERON:0002165)	20120806	P
UniProtKB	Q01705	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:17336907		10090	BHF-UCL	has_input(UniProtKB:P52800),occurs_in(UBERON:0002165)|has_input(UniProtKB:Q9R229),occurs_in(UBERON:0004124)|has_input(UniProtKB:A0A140LHZ9),occurs_in(UBERON:0001081)	20180716	P
UniProtKB	Q01705	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:20007915		10090	BHF-UCL	has_input(UniProtKB:P35428)|has_input(UniProtKB:Q9QUS4)|has_input(UniProtKB:Q9WV93)	20120806	P
UniProtKB	Q01705	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:17303760		10090	BHF-UCL	has_input(UniProtKB:P33434)	20120806	P
UniProtKB	Q07008	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97363	10116	RGD	has_input(UniProtKB:P33434)	20120806	P
UniProtKB	Q01705	Notch1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:22110751		10090	BHF-UCL	has_input(UniProtKB:P28481)|has_input(UniProtKB:Q04887)	20220823	P
UniProtKB	Q60644	Nr1h2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:16825483		10090	BHF-UCL	has_input(UniProtKB:P41233)|has_input(UniProtKB:Q9WTN3)	20140708	P
UniProtKB	P55055	NR1H2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:20219900		9606	UniProt	has_input(UniProtKB:O95573)	20121031	P
UniProtKB	Q62755	Nr1h2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P55055	10116	RGD	has_input(UniProtKB:O95573)	20121031	P
UniProtKB	P55055	NR1H2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:9013544		9606	NTNU_SB	has_input(NCBI_Gene:25428)	20140327	P
UniProtKB	Q13133	NR1H3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000304	TAS	PMID:24603323		9606	BHF-UCL	has_input(UniProtKB:Q9H222),occurs_in(CL:0000235),part_of(GO:0010875)	20210328	P
UniProtKB	Q13133	NR1H3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000304	TAS	PMID:24603323		9606	BHF-UCL	has_input(UniProtKB:P45844),occurs_in(CL:0000235),part_of(GO:0010875)	20210328	P
UniProtKB	Q13133	NR1H3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:18511497		9606	BHF-UCL	has_input(UniProtKB:P20393)|has_input(UniProtKB:O00206),causally_upstream_of(GO:0034145)	20201109	P
UniProtKB	Q62685	Nr1h3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q13133	10116	RGD	has_input(UniProtKB:P20393)|has_input(UniProtKB:O00206),causally_upstream_of(GO:0034145)	20201109	P
UniProtKB	Q13133	NR1H3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:20219900		9606	UniProt	has_input(UniProtKB:O95573)	20121031	P
UniProtKB	Q13133	NR1H3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000304	TAS	PMID:24603323		9606	BHF-UCL	has_input(UniProtKB:O95477),occurs_in(CL:0000235),part_of(GO:0010875)	20210328	P
UniProtKB	Q9Z0Y9	Nr1h3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:9013544		10090	NTNU_SB	has_input(NCBI_Gene:25428)	20140327	P
UniProtKB	Q96RI1	NR1H4	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:23767959		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P52824),part_of(GO:0038183)	20161114	P
UniProtKB	Q62735	Nr1h4	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11533040		10116	NTNU_SB	has_input(NCBI_Gene:24912)	20140319	P
UniProtKB	O75469	NR1I2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11114890		9606	NTNU_SB	has_input(NCBI_Gene:13088)	20140317	P
UniProtKB	Q9R1A7	Nr1i2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O75469	10116	RGD	has_input(NCBI_Gene:13088)	20140317	P
UniProtKB	Q14994	NR1I3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11114890		9606	NTNU_SB	has_input(NCBI_Gene:13088)	20140317	P
UniProtKB	Q9QUS1	Nr1i3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q14994	10116	RGD	has_input(NCBI_Gene:13088)	20140317	P
UniProtKB	P49116	NR2C2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:10644740		9606	NTNU_SB	has_input(NCBI_Gene:3973)	20160718	P
UniProtKB	M0R4U8	Nr2e3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9Y5X4	10116	RGD	has_input(NCBI_Gene:2099)	20160715	P
UniProtKB	Q9Y5X4	NR2E3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:22174013		9606	NTNU_SB	has_input(NCBI_Gene:2099)	20160719	P
UniProtKB	Q9Y5X4	NR2E3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:22174013		9606	NTNU_SB	has_input(NCBI_Gene:2099)	20160715	P
UniProtKB	P04150	NR3C1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:23823477		9606	UniProt	has_input(UniProtKB:Q8TAP4)	20140915	P
UniProtKB	P04150	NR3C1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:16728402		9606	NTNU_SB	has_input(NCBI_Gene:4128)	20140323	P
UniProtKB	P06536	Nr3c1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P04150	10116	RGD	has_input(NCBI_Gene:4128)	20140323	P
UniProtKB	P43354	NR4A2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000304	TAS	PMID:24115276		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P37840)|has_input(UniProtKB:Q6PIL6)	20160111	P
UniProtKB	P33242	Nr5a1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:19389484	UniProtKB:P45448	10090	BHF-UCL	part_of(GO:0019933),has_input(UniProtKB:Q00724)	20151126	P
UniProtKB	P50569	Nr5a1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1346833	10116	RGD	part_of(GO:0019933),has_input(UniProtKB:Q00724)	20151126	P
UniProtKB	Q13285	NR5A1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:23610160	UniProtKB:P36956	9606	ParkinsonsUK-UCL	has_input(UniProtKB:P52824),part_of(GO:0071320)	20161114	P
UniProtKB	P45448	Nr5a2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:19389484	UniProtKB:P33242	10090	BHF-UCL	part_of(GO:0019933),has_input(UniProtKB:Q00724)	20151126	P
UniProtKB	Q9QWM1	Nr5a2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1346834	10116	RGD	part_of(GO:0019933),has_input(UniProtKB:Q00724)	20151126	P
UniProtKB	P45448	Nr5a2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:12456679		10090	NTNU_SB	has_input(NCBI_Gene:20494)	20140320	P
UniProtKB	Q64249	Nr6a1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:9099702		10090	NTNU_SB	has_input(NCBI_Gene:19119)	20140315	P
UniProtKB	Q16656	NRF1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:23525105		9606	ARUK-UCL	has_input(UniProtKB:P14735)	20181008	P
UniProtKB	Q62792	Nrf1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q16656	10116	RGD	has_input(UniProtKB:P14735)	20181008	P
UniProtKB	Q16656	NRF1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:19674972		9606	NTNU_SB	has_input(NCBI_Gene:7447)	20140327	P
UniProtKB	Q80XU3	Nucks1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:24931609		10090	ParkinsonsUK-UCL	has_input(UniProtKB:P15208),part_of(GO:0046628)	20220217	P
UniProtKB	Q9EPJ0	Nucks1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1934811	10116	RGD	has_input(UniProtKB:P15208),part_of(GO:0046628)	20220217	P
UniProtKB	Q9H1E3	NUCKS1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q80XU3	9606	ParkinsonsUK-UCL	has_input(UniProtKB:P06213),part_of(GO:0046628)	20220217	P
UniProtKB	A0A0G2KA21	Onecut2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O95948	10116	RGD	has_input(NCBI_Gene:4286)	20140319	P
UniProtKB	O95948	ONECUT2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11478782		9606	NTNU_SB	has_input(NCBI_Gene:4286)	20140319	P
UniProtKB	Q8K557	Onecut3	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11944891		10090	NTNU_SB	has_input(NCBI_Gene:15379)	20140501	P
UniProtKB	P32243	OTX2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:12559959		9606	NTNU_SB	has_input(NCBI_Gene:1638)	20140320	P
UniProtKB	Q64201	Otx2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P32243	10116	RGD	has_input(NCBI_Gene:1638)	20140320	P
UniProtKB	O88767	Park7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:2135637	10116	RGD	has_input(UniProtKB:Q64669),has_input(UniProtKB:O09172)	20140911	P
UniProtKB	Q99LX0	Park7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:17015834		10090	ParkinsonsUK-UCL	has_input(UniProtKB:Q64669),has_input(UniProtKB:O09172)	20140911	P
UniProtKB	Q99497	PARK7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000316	IGI	PMID:17015834	UniProtKB:Q16236	9606	ParkinsonsUK-UCL	has_input(UniProtKB:P15559)	20140911	P
UniProtKB	Q99LX0	Park7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:21097510		10090	ParkinsonsUK-UCL	has_input(UniProtKB:P13597)	20140603	P
UniProtKB	Q99497	PARK7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:22492997		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P10599)	20140915	P
UniProtKB	O88767	Park7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q99497	10116	RGD	has_input(UniProtKB:P07101)	20151030	P
UniProtKB	Q99497	PARK7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:19703902		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P07101)	20140714	P
UniProtKB	Q99497	PARK7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:16731528		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P07101)	20151030	P
UniProtKB	Q99497	PARK7	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:21097510		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P05362)|has_input(UniProtKB:P10145)	20140603	P
UniProtKB	P09874	PARP1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11112786		9606	NTNU_SB	has_input(NCBI_Gene:2919)	20170125	P
UniProtKB	P27008	Parp1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P09874	10116	RGD	has_input(NCBI_Gene:2919)	20170125	P
UniProtKB	P32114	Pax2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:11731455		10090	NTNU_SB	has_input(NCBI_Gene:14573)	20140501	P
UniProtKB	Q02650	Pax5	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:12244173		10090	NTNU_SB	has_input(NCBI_Gene:19374)	20140319	P
UniProtKB	P63015	Pax6	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:12756174		10090	NTNU_SB	has_input(NCBI_Gene:4286)	20140320	P
UniProtKB	P51974	Pax8	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:1508216		10116	NTNU_SB	has_input(NCBI_Gene:24826)	20140409	P
UniProtKB	P47242	Pax9	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:14607846		10090	NTNU_SB	has_input(NCBI_Gene:21877)	20140117	P
UniProtKB	A0A8I5ZR45	Pbx1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97495	10116	RGD	has_input(NCBI_Gene:6658)	20140327	P
UniProtKB	A0A8I6AJF6	Pbx1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97495	10116	RGD	has_input(NCBI_Gene:6658)	20140327	P
UniProtKB	B1WC30	Pbx1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97495	10116	RGD	has_input(NCBI_Gene:6658)	20140327	P
UniProtKB	F7EV88	Pbx1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97495	10116	RGD	has_input(NCBI_Gene:6658)	20140327	P
UniProtKB	P41778	Pbx1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:19799567		10090	NTNU_SB	has_input(NCBI_Gene:6658)	20140327	P
UniProtKB	P40425	PBX2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:19356220		9606	NTNU_SB	has_input(NCBI_Gene:269523)	20170530	P
UniProtKB	Q6MG87	Pbx2	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P40425	10116	RGD	has_input(NCBI_Gene:269523)	20170530	P
UniProtKB	P52946	Pdx1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:19799567		10090	NTNU_SB	has_input(NCBI_Gene:6658)	20131111	P
UniProtKB	P52947	Pdx1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:102851	10116	RGD	has_input(NCBI_Gene:6658)	20131111	P
UniProtKB	P06401	PGR	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:17785366		9606	NTNU_SB	has_input(NCBI_Gene:596)	20140327	P
UniProtKB	Q63449	Pgr	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P06401	10116	RGD	has_input(NCBI_Gene:596)	20140327	P
UniProtKB	A0A8I6AC06	Phf8	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9UPP1	10116	RGD	has_input(UniProtKB:P41229)	20220826	P
UniProtKB	D4AD31	Phf8	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9UPP1	10116	RGD	has_input(UniProtKB:P41229)	20220826	P
UniProtKB	Q9UPP1	PHF8	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:31691806		9606	UniProt	has_input(UniProtKB:P41229)	20220826	P
UniProtKB	O14813	PHOX2A	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:19573018		9606	BHF-UCL	has_input(UniProtKB:P23975)|has_input(UniProtKB:P09172)	20120719	P
UniProtKB	Q62782	Phox2a	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O14813	10116	RGD	has_input(UniProtKB:P23975)|has_input(UniProtKB:P09172)	20120719	P
UniProtKB	Q99453	PHOX2B	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:16144830		9606	BHF-UCL	has_input(UniProtKB:Q99453)	20120718	P
UniProtKB	A0A0G2JYE6	Phox2b	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1100882	10116	RGD	has_input(UniProtKB:Q05754)	20120718	P
UniProtKB	O35690	Phox2b	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000314	IDA	PMID:10395798		10090	BHF-UCL	has_input(UniProtKB:Q05754)	20120718	P
UniProtKB	Q5NSW4	Phox2b	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1100882	10116	RGD	has_input(UniProtKB:Q05754)	20120718	P
UniProtKB	Q99453	PHOX2B	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000315	IMP	PMID:19573018		9606	BHF-UCL	has_input(UniProtKB:P23975)|has_input(UniProtKB:P09172)	20120719	P
UniProtKB	A0A0G2K8X3	Pid1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q7Z2X4	10116	RGD	has_input(UniProtKB:O70343)|has_input(UniProtKB:Q8VHJ7)	20111201	P
UniProtKB	A0A8I5ZY50	Pid1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q7Z2X4	10116	RGD	has_input(UniProtKB:O70343)|has_input(UniProtKB:Q8VHJ7)	20111201	P
UniProtKB	A0A8I6A692	Pid1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q7Z2X4	10116	RGD	has_input(UniProtKB:O70343)|has_input(UniProtKB:Q8VHJ7)	20111201	P
UniProtKB	A0A8I6A8R3	Pid1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q7Z2X4	10116	RGD	has_input(UniProtKB:O70343)|has_input(UniProtKB:Q8VHJ7)	20111201	P
UniProtKB	A0A8I6GIZ5	Pid1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q7Z2X4	10116	RGD	has_input(UniProtKB:O70343)|has_input(UniProtKB:Q8VHJ7)	20111201	P
UniProtKB	A0A8I6GLY4	Pid1	involved_in	GO:0045944	positive regulation of transcription by RNA polymerase II	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q7Z2X4	10116	RGD	has_input(UniProtKB:O70343)|has_input(UniProtKB:Q8VHJ7)	20111201	P
